DateTime,VWC10cm,Temp10cm,EC10cm,VWC38.5cm,Temp38.5cm,EC38.5cm,VWC62cm,Temp62cm,EC62cm,WP11cm,WP40cm
1/2/2015 16:10,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.99,-82.245
1/2/2015 16:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.942,-82.245
1/2/2015 16:30,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.895,-82.245
1/2/2015 16:40,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.942,-82.891
1/2/2015 16:50,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.895,-82.891
1/2/2015 17:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-82.891
1/2/2015 17:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-82.891
1/2/2015 17:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.942,-82.891
1/2/2015 17:30,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.895,-83.542
1/2/2015 17:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.848,-82.891
1/2/2015 17:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.848,-82.891
1/2/2015 18:00,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.895,-83.542
1/2/2015 18:10,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.895,-83.542
1/2/2015 18:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.848,-83.542
1/2/2015 18:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.848,-83.542
1/2/2015 18:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-83.542
1/2/2015 18:50,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.895,-82.891
1/2/2015 19:00,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.848,-83.542
1/2/2015 19:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.848,-83.542
1/2/2015 19:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/2/2015 19:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/2/2015 19:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-84.2
1/2/2015 19:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-84.2
1/2/2015 20:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.895,-84.2
1/2/2015 20:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/2/2015 20:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-84.2
1/2/2015 20:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/2/2015 20:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.848,-83.542
1/2/2015 20:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/2/2015 21:00,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.13,-12.942,-83.542
1/2/2015 21:10,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.13,-12.848,-83.542
1/2/2015 21:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-83.542
1/2/2015 21:30,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.12,-12.895,-84.2
1/2/2015 21:40,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.6,0.13,-12.895,-84.2
1/2/2015 21:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.895,-83.542
1/2/2015 22:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.6,0.13,-12.895,-84.2
1/2/2015 22:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/2/2015 22:20,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.13,-12.848,-83.542
1/2/2015 22:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.895,-83.542
1/2/2015 22:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/2/2015 22:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/2/2015 23:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/2/2015 23:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.848,-84.2
1/2/2015 23:20,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.13,-12.99,-84.2
1/2/2015 23:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/2/2015 23:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/2/2015 23:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/3/2015 0:00,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.12,-12.895,-83.542
1/3/2015 0:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/3/2015 0:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 0:30,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.13,-12.942,-83.542
1/3/2015 0:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/3/2015 0:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-84.2
1/3/2015 1:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-84.2
1/3/2015 1:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/3/2015 1:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/3/2015 1:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.895,-83.542
1/3/2015 1:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 1:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.848,-83.542
1/3/2015 2:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 2:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 2:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 2:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/3/2015 2:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.895,-84.2
1/3/2015 2:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.848,-83.542
1/3/2015 3:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/3/2015 3:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 3:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/3/2015 3:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.801,-84.2
1/3/2015 3:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.801,-84.2
1/3/2015 3:50,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.12,-12.895,-83.542
1/3/2015 4:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.942,-83.542
1/3/2015 4:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-84.2
1/3/2015 4:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/3/2015 4:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/3/2015 4:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-84.2
1/3/2015 4:50,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.942,-83.542
1/3/2015 5:00,-9999,-9999,-9999,0.217,1.8,0.06,0.219,2.5,0.13,-12.895,-83.542
1/3/2015 5:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-83.542
1/3/2015 5:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-84.2
1/3/2015 5:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-83.542
1/3/2015 5:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.99,-84.2
1/3/2015 5:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-84.2
1/3/2015 6:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.942,-84.2
1/3/2015 6:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-84.2
1/3/2015 6:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.942,-84.2
1/3/2015 6:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.99,-84.2
1/3/2015 6:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.99,-84.2
1/3/2015 6:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 7:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 7:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 7:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 7:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.895,-84.865
1/3/2015 7:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.942,-84.865
1/3/2015 7:50,-9999,-9999,-9999,0.218,1.8,0.06,0.219,2.5,0.13,-12.848,-84.2
1/3/2015 8:00,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.848,-84.2
1/3/2015 8:10,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.801,-84.2
1/3/2015 8:20,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.12,-12.895,-84.2
1/3/2015 8:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 8:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 8:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.865
1/3/2015 9:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.865
1/3/2015 9:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.865
1/3/2015 9:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.2
1/3/2015 9:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.801,-84.2
1/3/2015 9:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.848,-84.2
1/3/2015 9:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.2
1/3/2015 10:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.801,-83.542
1/3/2015 10:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.2
1/3/2015 10:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 10:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.895,-84.2
1/3/2015 10:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.865
1/3/2015 10:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.754,-84.865
1/3/2015 11:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.801,-84.865
1/3/2015 11:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.754,-84.2
1/3/2015 11:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.754,-82.891
1/3/2015 11:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.754,-82.891
1/3/2015 11:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.754,-82.891
1/3/2015 11:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.801,-83.542
1/3/2015 12:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.2
1/3/2015 12:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 12:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 12:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-84.2
1/3/2015 12:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.2
1/3/2015 12:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 13:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.2
1/3/2015 13:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-84.865
1/3/2015 13:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-85.535
1/3/2015 13:30,-9999,-9999,-9999,0.217,1.7,0.05,0.219,2.5,0.13,-12.895,-84.865
1/3/2015 13:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-84.865
1/3/2015 13:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-85.535
1/3/2015 14:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-84.865
1/3/2015 14:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-85.535
1/3/2015 14:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-84.865
1/3/2015 14:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-86.212
1/3/2015 14:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-85.535
1/3/2015 14:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-85.535
1/3/2015 15:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.895,-85.535
1/3/2015 15:10,-9999,-9999,-9999,0.217,1.7,0.06,0.218,2.5,0.13,-12.942,-86.212
1/3/2015 15:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.212
1/3/2015 15:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.801,-86.896
1/3/2015 15:40,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.754,-86.212
1/3/2015 15:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.801,-86.896
1/3/2015 16:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-86.212
1/3/2015 16:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-86.896
1/3/2015 16:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/3/2015 16:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.942,-87.586
1/3/2015 16:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-86.896
1/3/2015 16:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-86.896
1/3/2015 17:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-88.283
1/3/2015 17:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-87.586
1/3/2015 17:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-87.586
1/3/2015 17:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.086,-87.586
1/3/2015 17:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-87.586
1/3/2015 17:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.896
1/3/2015 18:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-87.586
1/3/2015 18:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-87.586
1/3/2015 18:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-87.586
1/3/2015 18:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.896
1/3/2015 18:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-87.586
1/3/2015 18:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-86.896
1/3/2015 19:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-87.586
1/3/2015 19:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-87.586
1/3/2015 19:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.896
1/3/2015 19:30,-9999,-9999,-9999,0.218,1.7,0.06,0.219,2.5,0.13,-12.99,-86.896
1/3/2015 19:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-87.586
1/3/2015 19:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-87.586
1/3/2015 20:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-86.896
1/3/2015 20:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.896
1/3/2015 20:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.896
1/3/2015 20:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-13.038,-86.896
1/3/2015 20:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-13.086,-86.896
1/3/2015 20:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.896
1/3/2015 21:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.086,-87.586
1/3/2015 21:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.896
1/3/2015 21:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.896
1/3/2015 21:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-13.038,-86.212
1/3/2015 21:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.212
1/3/2015 21:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.086,-86.896
1/3/2015 22:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.212
1/3/2015 22:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-13.038,-86.896
1/3/2015 22:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/3/2015 22:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/3/2015 22:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-86.896
1/3/2015 22:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.896
1/3/2015 23:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.212
1/3/2015 23:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-86.896
1/3/2015 23:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.212
1/3/2015 23:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.212
1/3/2015 23:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.212
1/3/2015 23:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.212
1/4/2015 0:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-85.535
1/4/2015 0:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-86.896
1/4/2015 0:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-86.212
1/4/2015 0:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.212
1/4/2015 0:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.212
1/4/2015 0:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-85.535
1/4/2015 1:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-85.535
1/4/2015 1:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-85.535
1/4/2015 1:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.212
1/4/2015 1:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.212
1/4/2015 1:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-85.535
1/4/2015 1:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.212
1/4/2015 2:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.212
1/4/2015 2:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.212
1/4/2015 2:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-13.038,-86.212
1/4/2015 2:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.212
1/4/2015 2:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/4/2015 2:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.212
1/4/2015 3:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-86.212
1/4/2015 3:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.14,-12.942,-86.212
1/4/2015 3:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-85.535
1/4/2015 3:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.212
1/4/2015 3:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-86.212
1/4/2015 3:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/4/2015 4:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.212
1/4/2015 4:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.896
1/4/2015 4:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/4/2015 4:30,-9999,-9999,-9999,0.217,1.7,0.06,0.218,2.5,0.13,-12.99,-86.896
1/4/2015 4:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/4/2015 4:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-86.896
1/4/2015 5:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-86.896
1/4/2015 5:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-86.896
1/4/2015 5:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-87.586
1/4/2015 5:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-86.896
1/4/2015 5:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.895,-87.586
1/4/2015 5:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-87.586
1/4/2015 6:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-87.586
1/4/2015 6:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-87.586
1/4/2015 6:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-87.586
1/4/2015 6:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.99,-88.283
1/4/2015 6:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-88.283
1/4/2015 6:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.848,-87.586
1/4/2015 7:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.942,-88.283
1/4/2015 7:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.895,-88.283
1/4/2015 7:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-88.283
1/4/2015 7:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-88.283
1/4/2015 7:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.942,-88.283
1/4/2015 7:50,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.99,-88.283
1/4/2015 8:00,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-88.283
1/4/2015 8:10,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.895,-88.986
1/4/2015 8:20,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.708,-88.283
1/4/2015 8:30,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.12,-12.708,-88.283
1/4/2015 8:40,-9999,-9999,-9999,0.217,1.7,0.06,0.219,2.5,0.13,-12.708,-88.283
